L1-icache-load-misses-percent,iTLB-load-misses-percent,L1-icache-loads,cpu-clock,instructions,iTLB-loads,cpu-cycles,dTLB-loads,L1-dcache-loads,user-time,task-clock,input-size
0.57,0.0,10432606221,17.44,28393386156,10413324095,40742993665,11970764059,11984481931,15.0,17.45,2
0.53,0.0,10178128854,17.64,28225217781,10384283186,41180117037,12012132898,11939550746,15.25,17.65,2
0.48,0.0,10135751451,18.39,27718385671,10199391773,43059991102,11742235710,11700305976,16.2,18.4,2
0.46,0.0,10343250092,17.67,28172221999,10254478440,41311575202,11918604439,12009234319,15.21,17.69,2
0.47,0.0,10342692845,19.61,28229064171,10144896207,45847559676,11887453872,11992431416,17.22,19.63,2
0.5,0.0,10194226306,18.14,27976552684,10041505068,42503467727,11734475713,11919766165,15.86,18.16,2
0.45,0.0,10109263423,18.47,27759562055,10172438012,43131768278,11729394786,11745751415,16.24,18.48,2
1.73,0.02,1767106390,2.49,3820786174,1643203049,5585550339,1731578718,1837115538,0.56,2.5,0
2.07,0.02,1604166049,2.31,3319566077,1560403297,5238948373,1625068473,1605803366,0.63,2.32,0
2.24,0.01,1633577672,2.52,3880809711,1753326773,5657852472,1817301211,1806907213,0.68,2.52,0
1.93,0.02,1714657921,2.61,3791034004,1573159314,5933283134,1816013662,1876901183,0.79,2.62,0
2.22,0.02,1698743001,2.82,4038409418,1540405839,6381095648,1871702086,1974162698,1.06,2.83,0
1.49,0.01,2185312842,3.13,5179884221,2048870191,7120827279,2412823337,2415273853,1.3,3.14,1
1.51,0.01,2200927060,3.12,5160066820,2153010373,7208537019,2401971942,2374734213,1.42,3.13,1
1.73,0.01,2223347595,3.29,5624220395,2283013994,7574900954,2464803297,2542783338,1.51,3.3,1
1.35,0.01,2583873122,3.87,5792159420,2455765489,8858445924,2839522319,2843135169,1.84,3.87,1
1.43,0.01,2611003569,3.96,5609556240,2366742311,9048492413,2891263272,2932565150,2.05,3.96,1
0.84,0.01,4279545853,5.56,11527507506,4200496879,12943728961,4881439736,4875908281,3.67,5.57,2
0.86,0.01,4474856154,6.09,12526497445,4574601741,14263510695,5204877175,5178417010,4.07,6.1,2
1.09,0.01,4604876233,6.39,12588709809,4570884643,14793850425,5297819866,5275236797,4.37,6.39,2
1.03,0.01,4720078034,6.95,13089827623,4742009710,16091342257,5595736813,5581124390,4.99,6.96,2
0.86,0.01,5058379071,8.44,14667943497,5125228403,19452533731,6145582257,6202333794,6.05,8.45,2
1.53,0.01,2686505945,3.39,5564408141,2669044943,7505653379,2726469977,2896472568,0.79,3.4,0
1.99,0.01,1995904478,2.59,4389123677,1994686283,5924349807,2071125441,2111425954,0.8,2.59,0
1.84,0.01,2022471698,2.65,4297213227,2059828905,5960859935,2053172735,2277823552,0.83,2.65,0
1.61,0.01,2571145928,3.28,5110540156,2481146112,7291260316,2623076508,2569275340,0.9,3.28,0
2.27,0.01,2016708125,2.77,4555559722,2147860379,6369633938,2276802405,2203470007,0.92,2.78,0
1.58,0.02,2188712983,2.72,4327980102,1881266422,6143902143,2159291394,2246847466,0.85,2.73,0
2.03,0.01,2094831191,2.79,4580429226,2051833574,6305400100,2140327511,2277970000,0.96,2.8,0
1.6,0.01,2328177078,3.19,5178732173,2597290742,7140733500,2648149429,2581410235,0.9,3.2,0
1.96,0.02,2251132789,3.0,5060504748,2156041432,6775440308,2254337744,2512359421,0.99,3.01,0
1.81,0.02,2045698538,2.71,4430063132,1843592537,6177064639,2154901828,2278152410,0.94,2.72,0
1.6,0.01,2093193656,2.76,4818335367,2208715555,6348386851,2240274050,2211496173,0.93,2.77,0
1.99,0.01,2299468962,3.18,5009719518,2543962397,7220678899,2608899972,2436555830,1.05,3.18,0
2.1,0.01,2205567762,2.95,5075435702,2016661069,6694133968,2213676234,2366596150,1.05,2.96,0
1.4,0.01,2342511758,2.89,4168750192,2078947030,6541726956,2498449309,2129885340,1.03,2.9,0
1.8,0.01,2043820627,3.09,4921224986,2390073211,6969992836,2502415421,2490296061,1.04,3.1,0
1.95,0.01,2024490652,3.12,4831121715,2422893783,6991636647,2614216983,2455413550,1.05,3.12,0
1.29,0.01,4667002561,4.95,10446812456,4648816526,11458442942,5652570605,5236595762,3.2,4.95,1
0.8,0.01,4780960127,5.02,10958509290,4607227100,11584900030,5661746515,5711029880,3.13,5.03,1
0.91,0.01,4656541105,5.1,11169529837,4628598531,11884902206,5491660755,5500334950,3.34,5.1,1
1.3,0.01,4555747284,5.23,11219181639,4844503296,12094186192,5710796332,5658012563,3.29,5.23,1
0.77,0.01,4613572976,4.94,10844040651,4587568146,11477673842,5502638593,5694253711,3.16,4.95,1
1.37,0.01,4409046024,5.1,11026738087,4698934789,11885643445,5546468088,5588630276,3.32,5.11,1
0.77,0.01,4719861339,5.14,11440311156,4644996266,11823417524,5668828480,5890962210,3.24,5.14,1
1.28,0.01,4563170061,5.22,11394714808,4766497669,12164916720,5635908727,5546870271,3.39,5.22,1
0.72,0.01,4820198084,5.26,11679405205,4886786697,12223938679,5898766131,5709939500,3.21,5.27,1
0.98,0.01,4702000940,5.34,12185882797,4872239983,12441409068,5700261615,6000687439,3.26,5.35,1
0.71,0.01,4981951047,5.56,11620382798,4937713672,12783535937,6200071238,6050863596,3.3,5.56,1
0.71,0.01,4767876844,5.29,11049860847,4748361672,12203939514,5921599326,5744241106,3.29,5.3,1
0.88,0.01,4919697397,5.44,11639145448,4854991341,12649689543,5862158745,5821141248,3.37,5.45,1
0.97,0.01,4610620331,5.6,12195508392,5087705773,12945514536,5937849620,6210130036,3.33,5.61,1
1.16,0.01,4565135927,5.73,12163619953,5011564094,13176519587,5939856609,6130438917,3.55,5.73,1
0.78,0.01,4870298921,5.36,11746274450,4762919164,12399791549,5569008699,6005822994,3.36,5.37,1
0.32,0.0,13599259589,13.08,35254320779,13480298938,30726141835,18603740727,18972573710,10.88,13.09,2
0.3,0.0,13586942977,13.04,34443844820,13545733826,30739010371,18938374648,18545356400,11.16,13.04,2
0.37,0.0,13677747391,14.0,35966808730,13836588750,33073181939,18697900399,18833447871,11.89,14.01,2
0.32,0.0,13734893486,13.18,34543711384,13676463766,30967022061,18986817402,18490618697,11.22,13.18,2
0.26,0.0,13797721463,13.6,35827180381,13806900338,31930585845,19060587540,18782318611,11.23,13.61,2
0.31,0.0,13577003992,13.25,35206852389,13501389530,31185203186,18627677013,18590627690,11.16,13.26,2
0.66,0.0,13398114114,13.76,35329210925,13733811970,32360088169,18760668386,18423942164,11.71,13.77,2
0.65,0.0,13754018560,13.96,36223325213,14013877295,32772377505,18878310604,19154090876,11.55,13.97,2
0.32,0.0,13682396087,13.35,34820414702,13486812748,31313807613,18890132015,18562477190,11.2,13.36,2
0.42,0.0,13126525773,13.32,35829869098,13358419790,31398158426,18535197917,18883866532,11.32,13.33,2
0.57,0.0,13224982149,14.09,36365262331,13833883804,33158773160,18434606535,19087752003,11.81,14.1,2
0.4,0.0,13466237252,13.62,36308630960,13406377806,32005435260,18576195528,19178122956,11.31,13.63,2
0.32,0.0,13733684678,13.54,35653909044,13741027493,31845533787,18962060299,18719364848,11.38,13.55,2
0.57,0.0,13828860091,13.67,34879626174,13620259202,32158279848,18583077624,18515811559,11.64,13.68,2
0.35,0.0,13842632258,13.71,35714549590,13200569519,32163161440,18921668150,18763401152,11.51,13.71,2
0.62,0.0,13917971482,14.27,36716899505,13765053793,33403112568,18770449344,19312360392,11.78,14.28,2
2.08,0.03,1364451797,2.34,3549916478,1310645403,5143139942,1655824525,1739272932,0.39,2.35,0
2.69,0.02,1294011356,2.26,3374198441,1266724712,5135960935,1624528411,1539295238,0.45,2.27,0
2.48,0.02,1488501862,2.72,4054708805,1538899968,6084462580,1886544626,1869210359,0.74,2.73,0
2.26,0.02,1358068756,2.76,4008498189,1435060490,6302812545,1823300670,1858966376,0.93,2.77,0
1.73,0.02,1897757670,3.59,5060798504,1712386786,8228804555,2474421253,2455092239,1.52,3.61,0
1.56,0.01,2377358133,5.32,7744370030,2566700104,11962047772,3739498095,3713892390,2.76,5.34,0
0.92,0.01,3951735732,9.78,14859522710,4151523459,21411987386,7060468300,7126010372,6.47,9.8,0
1.04,0.01,3682242267,9.13,13509982505,3858047036,20550063590,6321863947,6412129498,6.07,9.16,0
0.89,0.01,4789810423,11.66,18261115595,5056137995,25979659266,8599189809,8642591080,7.99,11.69,0
0.9,0.01,4606434134,11.52,17315050513,4731990083,26056183248,8086023609,8198523551,8.07,11.54,0
0.66,0.0,7221735752,18.35,26926806315,6905454356,41108043845,12854163116,12848673995,13.87,18.39,0
0.81,0.01,6183526407,16.71,23651791828,6394002009,38083764803,11244163802,11166030385,12.41,16.75,0
0.65,0.0,8461862637,21.48,32664598396,8187178789,48565661698,15322729269,15326668321,16.64,21.52,0
0.66,0.0,8416968478,23.41,31235373212,7965133719,53557112259,14853727307,14779474460,18.27,23.46,0
0.7,0.0,8646930509,25.03,32257653621,8436598541,57155262358,15351543600,15515785262,18.98,25.08,0
0.65,0.0,9819408432,29.97,36793728749,9415870145,68516562244,17700428512,17769006339,23.32,30.04,0
1.71,0.01,1871924222,3.58,6571157378,1935487148,8267752035,3007606131,3099766022,1.91,3.58,1
1.64,0.02,1931448765,3.56,6298312168,1801754702,8146781652,2957639144,2919989223,1.9,3.56,1
1.64,0.01,2092217869,3.99,6982552654,1937874759,9208946824,3194739901,3103411622,2.21,4.0,1
1.34,0.01,2407741108,5.51,9143208524,2557576993,12413745752,4175610429,4230631375,3.44,5.52,1
1.35,0.01,2589092766,5.21,8609172680,2332457205,12070381811,3948652271,3895990112,3.17,5.23,1
1.05,0.01,3301220836,7.81,12975452227,3494871811,17657303906,5851582166,5981390081,5.24,7.82,1
0.86,0.01,5039337975,12.02,19088023308,4857848448,26649825207,9085781004,8988155173,8.5,12.05,1
0.88,0.01,5268479891,12.57,19845419182,5326199956,28299364171,9376231215,9299688226,8.82,12.59,1
0.77,0.01,5520638935,13.98,21766985801,5743866631,31701959721,10114801327,10269640669,10.19,14.01,1
0.63,0.0,7815706098,19.3,29684303702,7444917301,43366469526,14022617687,13907593228,14.8,19.33,1
1.07,0.01,4488672815,12.55,15691292442,4216721291,28963481988,7515313138,7466904428,8.9,12.58,1
0.63,0.0,9391474457,24.62,36325960935,8928151194,55699308779,17116568673,17053788003,19.13,24.66,1
0.57,0.0,9039487484,25.57,36204212353,9214067890,58334255995,16977777110,17047578586,20.06,25.62,1
0.56,0.0,10685828808,30.81,42763290780,10498893825,70031955742,20292086406,20270752654,24.78,30.86,1
1.05,0.0,5802533810,19.77,20805989127,5981072905,45724806770,10344722772,10167884512,14.31,19.83,1
0.64,0.0,10698244074,33.55,41184478774,10466071302,77191579228,19861527015,19733374610,26.66,33.61,1
0.89,0.01,4994262043,11.69,21670150635,5129856934,27384929380,10467968052,10523983023,9.88,11.69,2
0.8,0.01,5105729679,12.09,21874445449,5150082196,28424735534,10605459136,10770482950,10.3,12.09,2
0.62,0.01,5145406855,13.06,22275117138,5273486673,30696931803,10933873135,11130793643,11.25,13.07,2
0.69,0.01,5419491409,13.77,23180953889,5633769791,32332297438,11423307666,11525565004,11.76,13.78,2
0.72,0.0,6740880657,16.45,27922804208,6604709347,37894933178,13636274400,13712382296,13.83,16.47,2
0.59,0.0,6440180483,16.13,26204931446,6384165555,37642730969,13038062308,13055491344,13.36,16.14,2
0.51,0.0,9276719476,23.49,37916319800,8918557982,53072900915,18419336439,18332446462,19.49,23.51,2
0.57,0.0,8792262881,22.13,37269315889,8876283921,50835200917,17800954179,17830970463,18.21,22.15,2
0.52,0.0,9822042030,25.23,41657779835,9594196554,58048084244,19763727395,19835108439,21.0,25.26,2
0.52,0.0,11157587713,29.44,46913341855,10905269022,67381861392,22186852715,22086396514,24.62,29.48,2
0.54,0.0,10160318071,27.2,44112850480,10431689347,62788749654,20674567200,20688445146,22.42,27.24,2
0.47,0.0,12073759195,33.08,51542131716,12000405702,76159608398,24203168908,24333034062,27.45,33.13,2
0.48,0.0,12755928031,35.91,54894739148,12863878775,82784767249,25799593336,25970635807,29.66,35.97,2
0.54,0.0,11006667218,34.36,46812122887,11200000941,79620964905,22401771660,22347987998,27.96,34.43,2
0.63,0.0,9508542689,32.0,37348708179,9047854706,74680040498,18383502873,18199468579,25.27,32.07,2
0.41,0.0,16093021804,45.76,69564346915,16193585435,105734669311,32660754733,32707739822,38.46,45.83,2
2.29,0.02,1517874116,2.52,3805703571,1437944954,5739333525,1757262518,1869718927,0.88,2.52,0
1.58,0.01,2037006093,3.02,4622001216,1959407503,6772789521,2290971973,2206584352,0.87,3.02,0
2.42,0.02,1549198516,2.57,4100487415,1573902351,5873995658,1868043775,1916051068,0.88,2.58,0
1.35,0.01,2368329294,3.58,5320463788,2294497719,7947051109,2727812282,2649582482,0.92,3.58,0
1.72,0.01,1880465343,2.94,4434163307,1871934309,6676015508,2219628990,2107688683,0.9,2.95,0
1.85,0.01,1876530780,3.19,4816207509,2029311192,7132321572,2312086851,2421343388,1.04,3.2,0
1.67,0.01,2025351952,3.14,4778075804,1993215608,7051221542,2366518804,2266630726,0.94,3.15,0
2.31,0.02,1689758400,2.92,4266255245,1682698730,6709814154,2124326291,2051689956,1.07,2.93,0
2.33,0.02,1525612175,2.71,4225064722,1739584037,6186607306,1939868490,1981124058,0.93,2.71,0
2.1,0.02,1716977898,3.1,4363807044,1705012410,7052430987,2177414756,2200149422,1.18,3.11,0
1.72,0.01,1989835475,3.32,4762449257,1833874450,7632429032,2393489033,2315032542,1.25,3.32,0
2.07,0.01,1706761967,2.98,4429221397,1778785806,6836943493,2205947421,2159623118,1.05,2.99,0
1.52,0.02,2040078720,3.19,4599446898,1835906742,7276524457,2319084270,2219752524,1.13,3.2,0
1.61,0.01,2160999417,3.62,4892264520,2070547951,8136440183,2589489552,2492277905,1.27,3.62,0
1.9,0.01,2044263920,3.53,4888662562,2014689392,7986920233,2525833968,2406219748,1.32,3.54,0
1.63,0.02,2087512035,3.56,4674807420,1905159533,8097789423,2472792494,2530309984,1.36,3.57,0
1.11,0.01,3689175081,5.39,10109299428,3621669373,12493509153,4752973040,4655477611,3.18,5.4,1
1.35,0.01,3216496778,4.99,9719990101,3111120543,11683849195,4214499696,4209029304,3.36,5.0,1
1.13,0.01,3471075922,5.29,9986120301,3392412355,12189077278,4485926795,4619803128,3.26,5.29,1
1.27,0.01,3407396190,5.43,10182206230,3447343650,12676435305,4581686784,4613383208,3.37,5.44,1
1.02,0.01,4011004567,6.14,10960493347,4055621665,13969633735,5273707174,5122144053,3.42,6.15,1
1.08,0.01,3745394724,5.98,10268601630,3633963356,13860990690,5016874353,4927033823,3.66,5.99,1
1.03,0.01,3488162445,5.65,9855897084,3379189691,13095737153,4737413224,4692181759,3.62,5.65,1
1.12,0.01,3373274569,5.67,9705576323,3336672872,12942175084,4649916050,4668100044,3.7,5.68,1
1.3,0.01,3305189129,5.35,9637454874,3233082298,12331115999,4382322446,4441344478,3.58,5.36,1
1.03,0.01,3840253841,6.15,10756380650,3810253097,14081810104,5061887185,5163307031,3.64,6.16,1
1.07,0.01,3921271709,6.51,11085608288,3858748036,15058173435,5249833811,5174320059,4.03,6.51,1
1.03,0.01,3571158633,5.72,10060128500,3495419770,13208358642,4741188158,4686262754,3.66,5.72,1
1.08,0.01,3392987546,5.68,9669984361,3260092744,13079127883,4700594721,4625161542,3.8,5.68,1
1.2,0.01,3533032600,6.13,10867998227,3729383993,14257323304,4920220911,5041736430,3.86,6.14,1
0.98,0.01,3602584409,6.16,10156458161,3585097068,14161333086,5014787197,4938237048,3.83,6.17,1
1.24,0.01,3504764822,5.55,9909513252,3486080783,12718337211,4581424639,4629730700,3.52,5.56,1
1.1,0.0,9707817286,15.01,31963149918,9757820916,35418640225,13750987877,13906268525,13.26,15.01,2
0.55,0.0,9553797910,14.58,31102678874,9517069809,34363711059,14015456165,13810960535,12.88,14.59,2
0.61,0.0,9823883965,14.9,31793667660,9672709967,35162405804,14082762975,13977637889,13.07,14.91,2
0.57,0.0,10082793097,15.57,32811597871,10170291620,36557186597,14608053369,14717479183,13.17,15.58,2
0.66,0.0,10072983438,15.93,33017507777,10240086896,37513155758,14732064269,14793672571,13.47,15.93,2
0.62,0.0,10238001860,16.38,33461122001,10471090595,38528089068,14833320852,15095321420,13.75,16.39,2
0.51,0.0,10085508222,15.86,32590474014,10083076587,37349862927,14545441619,14780008113,13.5,15.87,2
0.58,0.0,10063412106,15.96,33145782216,10060652087,37655416642,14713395338,14829743287,13.57,15.97,2
0.55,0.0,10306087008,16.21,32961848784,10111583200,37799741511,14942992410,14764183773,13.62,16.22,2
0.58,0.0,9994360024,15.85,32601455004,10058672546,37370240593,14429542703,14641272157,13.74,15.86,2
0.63,0.0,10690137452,17.27,33966135693,10526085043,40691908734,15315086298,15317299225,14.54,17.28,2
0.63,0.0,10226703119,16.23,32912608644,10115556314,38329882729,14805797105,14733429841,13.98,16.24,2
0.64,0.0,11021792364,18.76,34927425305,10882286888,43694335907,15988259103,15920343753,15.36,18.78,2
0.61,0.0,10860577731,18.44,34952566274,10920484008,43338628709,15923943068,16082619070,15.19,18.45,2
0.5,0.0,10307477436,16.74,33292320994,10213851639,39337190018,14948144099,15151705268,14.19,16.75,2
0.56,0.0,10661262440,17.94,33863878483,10595506521,42109635671,15548940886,15565285708,14.96,17.96,2
1.88,0.02,1669207001,2.73,5844932470,1747677155,6324150115,2034226087,2086050657,1.03,2.73,0
1.46,0.01,2288321886,3.24,6775680771,2138948917,7345439635,2451579861,2406640870,1.06,3.24,0
1.74,0.01,1760730031,2.84,6123020645,1911744643,6540717958,2095523666,2180530547,1.05,2.85,0
1.53,0.02,1979076033,2.94,6318622221,1844099245,6721279293,2197345173,2232858110,1.06,2.95,0
1.28,0.01,2338599877,3.45,6965513227,2247756616,7789717016,2584473640,2677662756,1.07,3.45,0
1.43,0.02,2012459517,3.12,6249416271,2032845718,7055517509,2313113753,2350253256,1.07,3.12,0
2.03,0.02,1830798612,2.96,6117629154,1879213875,6675866182,2168190727,2128168071,1.1,2.97,0
1.34,0.01,2326565019,3.48,6844679708,2200767934,7874205217,2565119388,2663088676,1.14,3.48,0
1.96,0.02,1852076213,3.06,5748741110,1752951462,6771879888,2074225447,2127204088,1.29,3.06,0
1.83,0.02,1825515530,3.32,6313710734,2035973982,7277812929,2269697965,2301347685,1.33,3.33,0
1.96,0.01,1776376280,3.16,6066366088,1841261366,6988220440,2143125165,2103988073,1.32,3.16,0
1.47,0.01,2199630259,3.51,6623961935,2091440488,7769648957,2474127352,2384968027,1.31,3.52,0
1.53,0.02,2119941740,3.34,6211158981,2164235377,7403138721,2376444669,2455459007,1.13,3.35,0
2.02,0.01,1913296080,3.46,6478546744,2160812794,7645048325,2423819182,2351482782,1.32,3.47,0
1.7,0.02,1989986056,3.38,6521703674,2068947975,7466947026,2326860516,2390118499,1.3,3.4,0
2.1,0.02,1933783652,3.33,6309949874,1932506345,7337606306,2278388355,2214304920,1.34,3.34,0
0.97,0.01,3674199833,5.39,14116095545,3595667774,12490802003,4517881872,4503133639,3.19,5.4,1
1.03,0.01,3531169216,5.31,14417905301,3491373536,12337317105,4443851727,4430488207,3.22,5.32,1
0.96,0.01,3528294708,5.24,14435802002,3402881261,12192534205,4349647428,4280252522,3.22,5.25,1
1.12,0.01,3545470465,5.48,14485677024,3688718010,12740749234,4596055397,4464795223,3.25,5.49,1
1.03,0.01,3706436596,5.49,14431175448,3583689894,12542529674,4588455711,4480676990,3.28,5.5,1
1.05,0.01,3647901549,5.53,14492330632,3567868712,12783003693,4496367730,4562543316,3.29,5.53,1
1.07,0.01,3273088943,5.34,13635434824,3251537432,12201007032,4122557007,4155255918,3.51,5.35,1
1.08,0.01,3481245709,5.5,13861215633,3392389800,12521985524,4342488510,4364597551,3.5,5.5,1
1.07,0.01,3498120205,5.33,14233774277,3302291419,12353613628,4225451944,4229458008,3.45,5.34,1
1.15,0.01,3286326383,5.65,14193207881,3452456694,12681103710,4282060669,4307081644,3.69,5.66,1
1.14,0.01,3328188989,5.4,14428563416,3414288702,12367227646,4156848117,4344331358,3.41,5.41,1
1.04,0.01,3577086979,6.02,14076035273,3486541654,13398451758,4443077476,4553877182,3.74,6.03,1
1.12,0.01,3391177552,5.89,14121362368,3381380708,13151220803,4204582675,4340831353,3.8,5.9,1
1.07,0.01,3753713239,6.11,14711238124,3648007920,13509922748,4582534541,4599384990,3.68,6.12,1
1.08,0.01,3929057607,6.65,15582677907,3929889512,14585297603,4881350617,4866943918,3.85,6.66,1
1.16,0.01,3387076512,5.91,14145072646,3356223883,13209795825,4262737426,4294083819,3.86,5.92,1
0.56,0.0,7306942558,10.9,35031829539,7346696236,25550693946,9607011043,9821278097,8.75,10.91,2
0.59,0.0,7312279001,10.89,34962847826,7246634777,25588240857,9691964964,9646923799,8.83,10.9,2
0.65,0.0,7856420587,11.6,36147505388,7814104002,27112157298,10191008300,10128900957,8.84,11.61,2
0.5,0.01,7761717340,11.49,35894442138,7781527353,26763408183,9924830780,10190021582,8.87,11.5,2
0.53,0.0,7731608088,11.45,35623862205,7637545864,26704784461,9939800551,10045051315,8.95,11.46,2
0.6,0.0,7627390669,11.49,35697695310,7601457090,26726564827,9920017641,9984312596,9.03,11.5,2
0.62,0.0,7821726861,11.99,36329365363,7885375580,27818730916,10224807337,10254921470,9.19,12.0,2
0.59,0.0,7466442862,11.65,35631351686,7562371907,27076393495,9867946249,9933952263,9.26,11.67,2
0.59,0.0,7366037620,11.44,34493984111,7271398492,26501335479,9705117037,9719725516,9.24,11.45,2
0.6,0.0,7355649717,11.59,35757448756,7374415419,26794224875,9670146483,9808973882,9.4,11.6,2
0.52,0.0,8085773170,12.5,36438365457,8019288757,28666773705,10300992875,10406945205,9.53,12.51,2
0.63,0.0,7492120364,11.67,35721606162,7368232948,27038291417,9807978508,9705046483,9.4,11.68,2
0.71,0.0,7495249073,11.86,36293746440,7457174824,27241391583,9762912691,9859827587,9.52,11.87,2
0.62,0.01,7443240793,12.15,35649031474,7551534897,27718538217,9748075323,9827911640,9.81,12.16,2
0.67,0.0,7482877844,11.95,35143782555,7337083152,27451582482,9866561252,9878258378,9.56,11.96,2
0.64,0.0,7695291215,12.14,36021749858,7353458909,27697916133,9792290060,9837223258,9.76,12.15,2
2.07,0.02,1758275526,2.65,4047836327,1768646014,5844959140,1946540041,2075437505,0.31,2.66,0
1.92,0.02,1720739268,2.48,3578394266,1562851204,5573078350,1763057532,1866750893,0.23,2.48,0
2.43,0.02,1265835130,1.94,2822952369,1225275920,4417136883,1375506221,1352800465,0.24,1.95,0
3.29,0.02,1202854896,2.03,3028291747,1327523489,4586528789,1422402621,1457124721,0.23,2.04,0
